day,count
2023-01-02,136
2023-01-03,51
2023-01-04,75
2023-01-05,77
2023-01-06,79
2023-01-07,18
2023-01-08,1
2023-01-09,58
2023-01-10,60
2023-01-11,86
2023-01-12,129
2023-01-13,105
2023-01-14,3
2023-01-16,123
2023-01-17,43
2023-01-18,103
2023-01-19,83
2023-01-20,121
2023-01-21,3
2023-01-23,138
2023-01-24,126
2023-01-25,108
2023-01-26,96
2023-01-27,86
2023-01-28,1
2023-01-30,84
2023-01-31,84
2023-02-01,113
2023-02-02,105
2023-02-03,63
2023-02-04,6
2023-02-06,26
2023-02-07,128
2023-02-08,69
2023-02-09,134
2023-02-10,79
2023-02-11,1
2023-02-13,87
2023-02-14,57
2023-02-15,106
2023-02-16,42
2023-02-17,74
2023-02-18,2
2023-02-20,125
2023-02-21,79
2023-02-22,115
2023-02-23,35
2023-02-24,22
2023-02-25,2
2023-02-27,74
2023-02-28,81
2023-03-01,137
2023-03-02,71
2023-03-03,99
2023-03-04,2
2023-03-06,90
2023-03-07,83
2023-03-08,81
2023-03-09,72
2023-03-10,84
2023-03-11,7
2023-03-13,57
2023-03-14,126
2023-03-15,111
2023-03-16,76
2023-03-17,123
2023-03-18,2
2023-03-20,98
2023-03-21,58
2023-03-22,139
2023-03-23,73
2023-03-24,76
2023-03-25,1
2023-03-27,71
2023-03-28,69
2023-03-29,73
2023-03-30,65
2023-03-31,16
2023-04-01,1
2023-04-03,21
2023-04-04,61
2023-04-05,96
2023-04-06,107
2023-04-11,129
2023-04-12,81
2023-04-13,92
2023-04-14,106
2023-04-15,1
2023-04-17,107
2023-04-18,110
2023-04-19,121
2023-04-20,106
2023-04-21,93
2023-04-24,93
2023-04-25,134
2023-04-26,109
2023-04-27,92
2023-04-28,74
2023-05-02,108
2023-05-03,69
2023-05-04,61
2023-05-05,74
2023-05-06,1
2023-05-08,122
2023-05-09,93
2023-05-10,71
2023-05-11,98
2023-05-12,130
2023-05-15,104
2023-05-16,60
2023-05-17,63
2023-05-19,13
2023-05-20,1
2023-05-22,47
2023-05-23,45
2023-05-24,121
2023-05-25,98
2023-05-26,112
2023-05-30,104
2023-05-31,99
2023-06-01,128
2023-06-02,90
2023-06-05,109
2023-06-06,85
2023-06-07,129
2023-06-08,95
2023-06-09,66
2023-06-10,1
2023-06-12,98
2023-06-13,100
2023-06-14,75
2023-06-15,35
2023-06-16,170
2023-06-17,1
2023-06-19,122
2023-06-20,47
2023-06-21,133
2023-06-22,115
2023-06-23,118
2023-06-26,68
2023-06-27,66
2023-06-28,58
2023-06-29,66
2023-06-30,71
2023-07-01,2
2023-07-03,31
2023-07-04,38
2023-07-05,108
2023-07-06,58
2023-07-07,81
2023-07-10,98
2023-07-11,61
2023-07-12,108
2023-07-13,109
2023-07-14,93
2023-07-15,1
2023-07-17,80
2023-07-18,85
2023-07-19,98
2023-07-20,150
2023-07-21,90
2023-07-22,1
2023-07-24,81
2023-07-25,155
2023-07-26,110
2023-07-27,117
2023-07-28,84
2023-07-31,152
2023-08-01,123
2023-08-02,89
2023-08-03,91
2023-08-04,73
2023-08-05,1
2023-08-07,130
2023-08-08,107
2023-08-09,119
2023-08-10,102
2023-08-11,90
2023-08-12,1
2023-08-14,100
2023-08-15,85
2023-08-16,67
2023-08-17,83
2023-08-18,131
2023-08-19,2
2023-08-21,32
2023-08-22,51
2023-08-23,38
2023-08-24,53
2023-08-25,53
2023-08-28,89
2023-08-29,66
2023-08-30,210
2023-08-31,29
2023-09-01,100
2023-09-04,83
2023-09-05,66
2023-09-06,73
2023-09-07,67
2023-09-08,47
2023-09-09,2
2023-09-11,27
2023-09-12,81
2023-09-13,55
2023-09-14,57
2023-09-15,53
2023-09-18,16
2023-09-19,35
2023-09-20,72
2023-09-21,79
2023-09-22,59
2023-09-25,36
2023-09-26,116
2023-09-27,167
2023-09-28,129
2023-09-29,121
2023-09-30,4
2023-10-02,68
2023-10-04,165
2023-10-05,114
2023-10-06,56
2023-10-09,48
2023-10-10,84
2023-10-11,109
2023-10-12,70
2023-10-13,47
2023-10-16,89
2023-10-17,93
2023-10-18,90
2023-10-19,107
2023-10-20,102
2023-10-21,2
2023-10-23,35
2023-10-24,31
2023-10-25,121
2023-10-26,86
2023-10-27,64
2023-10-30,90
2023-11-01,73
2023-11-02,116
2023-11-03,114
2023-11-04,4
2023-11-06,117
2023-11-07,15
2023-11-08,157
2023-11-09,187
2023-11-10,70
2023-11-11,1
2023-11-13,110
2023-11-14,69
2023-11-15,116
2023-11-16,103
2023-11-17,86
2023-11-20,27
2023-11-21,97
2023-11-23,82
2023-11-24,128
2023-11-27,121
2023-11-28,87
2023-11-29,100
2023-11-30,73
2023-12-01,100
2023-12-04,74
2023-12-05,61
2023-12-06,139
2023-12-07,96
2023-12-08,81
2023-12-11,141
2023-12-12,61
2023-12-13,127
2023-12-14,159
2023-12-15,102
2023-12-16,1
2023-12-18,82
2023-12-19,81
2023-12-20,94
2023-12-21,86
2023-12-22,19
2023-12-27,3
2023-12-28,2
2023-12-29,2
2023-12-30,1
